objectid,subject,discipline,format,filename,EIN,CO_LOC_RES,NTEEC,DUNS,NAICS,headline,title,description,AKADBA,ADSTREET,ADCITY,ADZIP,PHSTREET,PHCITY,PHSTATE,PHZIP,PHZIP5,WEBURL,INCOMECD15,INCOME15,REVENUE15,date,month,longitude,latitude,GSTREET,GCITY,GSTATE,GZIP5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,07,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,rulemonth,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,00,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,07,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,rulemonth,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,00,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,07,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,rulemonth,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,00,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,07,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,rulemonth,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,00,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,07,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,rulemonth,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,00,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,07,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,rulemonth,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,00,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,07,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,rulemonth,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,05,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,00,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,07,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,08,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,02,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,09,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,04,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,03,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,01,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,rulemonth,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
